time msd[001] msd[002] msd[003] ave
12395 380.765 380.765 495.355 418.962 
12400 380.868 380.868 495.611 419.116 
12405 380.97 380.97 495.865 419.269 
12410 381.071 381.071 496.117 419.42 
12415 381.171 381.171 496.37 419.571 
12420 381.27 381.27 496.621 419.721 
12425 381.37 381.37 496.871 419.871 
12430 381.47 381.47 497.123 420.021 
12435 381.568 381.568 497.376 420.171 
12440 381.665 381.665 497.631 420.32 
12445 381.761 381.761 497.886 420.47 
12450 381.858 381.858 498.141 420.619 
12455 381.954 381.954 498.396 420.768 
12460 382.05 382.05 498.651 420.917 
12465 382.146 382.146 498.907 421.066 
12470 382.242 382.242 499.163 421.216 
12475 382.336 382.336 499.419 421.363 
12480 382.43 382.43 499.674 421.511 
12485 382.524 382.524 499.93 421.659 
12490 382.619 382.619 500.185 421.807 
12495 382.714 382.714 500.44 421.956 
12500 382.809 382.809 500.695 422.104 
12505 382.903 382.903 500.95 422.252 
12510 382.998 382.998 501.204 422.4 
12515 383.091 383.091 501.46 422.548 
12520 383.186 383.186 501.717 422.696 
12525 383.281 383.281 501.972 422.845 
12530 383.376 383.376 502.228 422.993 
12535 383.469 383.469 502.485 423.141 
12540 383.563 383.563 502.741 423.289 
12545 383.657 383.657 502.997 423.437 
12550 383.75 383.75 503.252 423.584 
12555 383.844 383.844 503.508 423.732 
12560 383.938 383.938 503.764 423.88 
12565 384.032 384.032 504.02 424.028 
12570 384.125 384.125 504.278 424.176 
12575 384.218 384.218 504.536 424.324 
12580 384.313 384.313 504.793 424.473 
12585 384.407 384.407 505.051 424.621 
12590 384.501 384.501 505.308 424.77 
12595 384.594 384.594 505.565 424.917 
12600 384.688 384.688 505.821 425.065 
12605 384.781 384.781 506.076 425.213 
12610 384.875 384.875 506.334 425.361 
12615 384.97 384.97 506.592 425.511 
12620 385.062 385.062 506.849 425.658 
12625 385.156 385.156 507.106 425.806 
12630 385.248 385.248 507.364 425.953 
12635 385.341 385.341 507.621 426.101 
12640 385.433 385.433 507.878 426.248 
12645 385.525 385.525 508.136 426.395 
12650 385.618 385.618 508.392 426.543 
12655 385.712 385.712 508.647 426.69 
12660 385.804 385.804 508.902 426.837 
12665 385.895 385.895 509.158 426.983 
12670 385.984 385.984 509.414 427.127 
12675 386.071 386.071 509.67 427.271 
12680 386.159 386.159 509.928 427.415 
12685 386.247 386.247 510.185 427.56 
12690 386.336 386.336 510.442 427.705 
12695 386.424 386.424 510.699 427.849 
12700 386.51 386.51 510.958 427.992 
12705 386.595 386.595 511.214 428.135 
12710 386.681 386.681 511.469 428.277 
12715 386.766 386.766 511.726 428.419 
12720 386.85 386.85 511.982 428.561 
12725 386.935 386.935 512.241 428.704 
12730 387.021 387.021 512.499 428.847 
12735 387.107 387.107 512.756 428.99 
12740 387.193 387.193 513.015 429.133 
12745 387.278 387.278 513.272 429.276 
12750 387.364 387.364 513.531 429.42 
12755 387.45 387.45 513.79 429.564 
12760 387.535 387.535 514.05 429.707 
12765 387.619 387.619 514.31 429.85 
12770 387.704 387.704 514.572 429.993 
12775 387.788 387.788 514.832 430.136 
12780 387.873 387.873 515.093 430.28 
12785 387.957 387.957 515.354 430.422 
12790 388.041 388.041 515.615 430.566 
12795 388.125 388.125 515.876 430.709 
12800 388.21 388.21 516.138 430.852 
12805 388.294 388.294 516.399 430.996 
12810 388.379 388.379 516.661 431.14 
12815 388.464 388.464 516.922 431.283 
12820 388.55 388.55 517.184 431.428 
12825 388.636 388.636 517.445 431.572 
12830 388.722 388.722 517.705 431.716 
12835 388.809 388.809 517.965 431.861 
12840 388.895 388.895 518.225 432.005 
12845 388.98 388.98 518.484 432.148 
12850 389.065 389.065 518.744 432.291 
12855 389.15 389.15 519.003 432.435 
12860 389.233 389.233 519.262 432.576 
12865 389.317 389.317 519.521 432.719 
12870 389.403 389.403 519.781 432.862 
12875 389.488 389.488 520.041 433.006 
12880 389.575 389.575 520.3 433.15 
12885 389.66 389.66 520.559 433.293 
12890 389.746 389.746 520.818 433.436 
12895 389.83 389.83 521.075 433.578 
12900 389.915 389.915 521.333 433.721 
12905 390.002 390.002 521.593 433.865 
12910 390.089 390.089 521.853 434.011 
12915 390.177 390.177 522.112 434.155 
12920 390.264 390.264 522.372 434.3 
12925 390.351 390.351 522.63 434.444 
12930 390.439 390.439 522.889 434.589 
12935 390.526 390.526 523.147 434.733 
12940 390.613 390.613 523.405 434.877 
12945 390.701 390.701 523.662 435.021 
12950 390.787 390.787 523.921 435.165 
12955 390.874 390.874 524.18 435.309 
12960 390.96 390.96 524.438 435.453 
12965 391.047 391.047 524.696 435.597 
12970 391.134 391.134 524.954 435.74 
12975 391.221 391.221 525.211 435.884 
12980 391.308 391.308 525.468 436.028 
12985 391.396 391.396 525.723 436.172 
12990 391.484 391.484 525.978 436.315 
12995 391.572 391.572 526.23 436.458 
13000 391.659 391.659 526.481 436.599 
13005 391.744 391.744 526.733 436.741 
13010 391.832 391.832 526.986 436.883 
13015 391.918 391.918 527.239 437.025 
13020 392.004 392.004 527.493 437.167 
13025 392.09 392.09 527.747 437.309 
13030 392.176 392.176 528 437.451 
13035 392.263 392.263 528.254 437.594 
13040 392.351 392.351 528.507 437.736 
13045 392.438 392.438 528.759 437.879 
13050 392.526 392.526 529.011 438.021 
13055 392.613 392.613 529.261 438.162 
13060 392.7 392.7 529.513 438.304 
13065 392.786 392.786 529.764 438.445 
13070 392.871 392.871 530.016 438.586 
13075 392.958 392.958 530.268 438.728 
13080 393.045 393.045 530.52 438.87 
13085 393.133 393.133 530.773 439.013 
13090 393.22 393.22 531.025 439.155 
13095 393.305 393.305 531.278 439.296 
13100 393.39 393.39 531.531 439.437 
13105 393.473 393.473 531.783 439.576 
13110 393.558 393.558 532.034 439.717 
13115 393.643 393.643 532.284 439.857 
13120 393.727 393.727 532.534 439.996 
13125 393.811 393.811 532.785 440.136 
13130 393.894 393.894 533.038 440.276 
13135 393.977 393.977 533.292 440.415 
13140 394.059 394.059 533.546 440.554 
13145 394.14 394.14 533.799 440.693 
13150 394.223 394.223 534.053 440.833 
13155 394.305 394.305 534.307 440.972 
13160 394.386 394.386 534.561 441.111 
13165 394.468 394.468 534.815 441.25 
13170 394.549 394.549 535.071 441.39 
13175 394.63 394.63 535.327 441.529 
13180 394.711 394.711 535.583 441.669 
13185 394.791 394.791 535.841 441.808 
13190 394.873 394.873 536.097 441.947 
13195 394.955 394.955 536.354 442.088 
13200 395.036 395.036 536.612 442.228 
13205 395.117 395.117 536.87 442.368 
13210 395.199 395.199 537.128 442.508 
13215 395.28 395.28 537.385 442.648 
13220 395.362 395.362 537.642 442.789 
13225 395.443 395.443 537.9 442.929 
13230 395.524 395.524 538.156 443.068 
13235 395.603 395.603 538.412 443.206 
13240 395.68 395.68 538.667 443.343 
13245 395.757 395.757 538.923 443.479 
13250 395.834 395.834 539.178 443.616 
13255 395.911 395.911 539.435 443.753 
13260 395.989 395.989 539.69 443.889 
13265 396.067 396.067 539.947 444.027 
13270 396.144 396.144 540.202 444.164 
13275 396.222 396.222 540.457 444.3 
13280 396.3 396.3 540.712 444.437 
13285 396.378 396.378 540.966 444.574 
13290 396.456 396.456 541.22 444.711 
13295 396.535 396.535 541.474 444.848 
13300 396.614 396.614 541.727 444.985 
13305 396.693 396.693 541.981 445.123 
13310 396.772 396.772 542.237 445.261 
13315 396.852 396.852 542.493 445.399 
13320 396.932 396.932 542.748 445.537 
13325 397.012 397.012 543.002 445.675 
13330 397.091 397.091 543.255 445.813 
13335 397.171 397.171 543.51 445.951 
13340 397.253 397.253 543.764 446.09 
13345 397.335 397.335 544.017 446.229 
13350 397.417 397.417 544.27 446.368 
13355 397.499 397.499 544.523 446.507 
13360 397.582 397.582 544.774 446.646 
13365 397.665 397.665 545.026 446.785 
13370 397.748 397.748 545.277 446.924 
13375 397.831 397.831 545.528 447.064 
13380 397.913 397.913 545.78 447.202 
13385 397.995 397.995 546.029 447.34 
13390 398.076 398.076 546.279 447.477 
13395 398.157 398.157 546.529 447.614 
13400 398.238 398.238 546.779 447.752 
13405 398.32 398.32 547.029 447.89 
13410 398.401 398.401 547.28 448.027 
13415 398.482 398.482 547.531 448.165 
13420 398.564 398.564 547.783 448.304 
13425 398.646 398.646 548.037 448.443 
13430 398.726 398.726 548.29 448.581 
13435 398.806 398.806 548.543 448.718 
13440 398.885 398.885 548.795 448.855 
13445 398.963 398.963 549.048 448.991 
13450 399.04 399.04 549.3 449.126 
13455 399.117 399.117 549.552 449.262 
13460 399.195 399.195 549.806 449.399 
13465 399.274 399.274 550.06 449.536 
13470 399.353 399.353 550.312 449.673 
13475 399.432 399.432 550.563 449.809 
13480 399.51 399.51 550.816 449.946 
13485 399.588 399.588 551.069 450.082 
13490 399.665 399.665 551.32 450.217 
13495 399.741 399.741 551.572 450.351 
13500 399.816 399.816 551.823 450.485 
13505 399.89 399.89 552.074 450.618 
13510 399.965 399.965 552.326 450.752 
13515 400.04 400.04 552.576 450.885 
13520 400.116 400.116 552.828 451.02 
13525 400.192 400.192 553.082 451.155 
13530 400.269 400.269 553.335 451.291 
13535 400.345 400.345 553.588 451.426 
13540 400.42 400.42 553.842 451.561 
13545 400.495 400.495 554.097 451.696 
13550 400.572 400.572 554.35 451.831 
13555 400.648 400.648 554.603 451.967 
13560 400.726 400.726 554.857 452.103 
13565 400.803 400.803 555.109 452.239 
13570 400.881 400.881 555.363 452.375 
13575 400.958 400.958 555.616 452.511 
13580 401.035 401.035 555.87 452.646 
13585 401.112 401.112 556.124 452.782 
13590 401.189 401.189 556.379 452.919 
13595 401.266 401.266 556.634 453.055 
13600 401.344 401.344 556.889 453.192 
13605 401.423 401.423 557.143 453.33 
13610 401.5 401.5 557.398 453.466 
13615 401.577 401.577 557.653 453.602 
13620 401.654 401.654 557.909 453.739 
13625 401.731 401.731 558.165 453.876 
13630 401.808 401.808 558.422 454.012 
13635 401.885 401.885 558.677 454.149 
13640 401.964 401.964 558.933 454.287 
13645 402.042 402.042 559.188 454.424 
13650 402.119 402.119 559.443 454.56 
13655 402.196 402.196 559.699 454.697 
13660 402.272 402.272 559.955 454.833 
13665 402.347 402.347 560.21 454.968 
13670 402.42 402.42 560.464 455.102 
13675 402.494 402.494 560.719 455.235 
13680 402.568 402.568 560.973 455.369 
13685 402.642 402.642 561.228 455.504 
13690 402.716 402.716 561.482 455.638 
13695 402.79 402.79 561.737 455.772 
13700 402.863 402.863 561.992 455.906 
13705 402.937 402.937 562.247 456.04 
13710 403.01 403.01 562.502 456.174 
13715 403.081 403.081 562.756 456.306 
13720 403.154 403.154 563.013 456.44 
13725 403.227 403.227 563.27 456.575 
13730 403.299 403.299 563.529 456.709 
13735 403.372 403.372 563.788 456.844 
13740 403.446 403.446 564.047 456.98 
13745 403.519 403.519 564.306 457.115 
13750 403.593 403.593 564.565 457.251 
13755 403.667 403.667 564.826 457.387 
13760 403.741 403.741 565.084 457.522 
13765 403.815 403.815 565.343 457.658 
13770 403.89 403.89 565.602 457.794 
13775 403.964 403.964 565.86 457.929 
13780 404.039 404.039 566.118 458.066 
13785 404.115 404.115 566.375 458.202 
13790 404.19 404.19 566.631 458.337 
13795 404.266 404.266 566.889 458.473 
13800 404.341 404.341 567.148 458.61 
13805 404.415 404.415 567.407 458.746 
13810 404.489 404.489 567.667 458.882 
13815 404.562 404.562 567.926 459.017 
13820 404.637 404.637 568.186 459.153 
13825 404.711 404.711 568.446 459.289 
13830 404.786 404.786 568.707 459.426 
13835 404.86 404.86 568.968 459.562 
13840 404.936 404.936 569.228 459.7 
13845 405.012 405.012 569.489 459.837 
13850 405.087 405.087 569.751 459.975 
13855 405.163 405.163 570.012 460.113 
13860 405.238 405.238 570.275 460.25 
13865 405.312 405.312 570.537 460.387 
13870 405.389 405.389 570.797 460.525 
13875 405.465 405.465 571.058 460.663 
13880 405.541 405.541 571.315 460.799 
13885 405.616 405.616 571.574 460.935 
13890 405.69 405.69 571.833 461.071 
13895 405.765 405.765 572.093 461.207 
13900 405.841 405.841 572.352 461.345 
13905 405.917 405.917 572.612 461.482 
13910 405.994 405.994 572.875 461.621 
13915 406.072 406.072 573.138 461.761 
13920 406.149 406.149 573.402 461.9 
13925 406.226 406.226 573.666 462.039 
13930 406.303 406.303 573.93 462.179 
13935 406.38 406.38 574.195 462.319 
13940 406.458 406.458 574.46 462.459 
13945 406.535 406.535 574.727 462.599 
13950 406.613 406.613 574.994 462.74 
13955 406.692 406.692 575.26 462.881 
13960 406.771 406.771 575.525 463.023 
13965 406.848 406.848 575.792 463.163 
13970 406.928 406.928 576.059 463.305 
13975 407.007 407.007 576.326 463.447 
13980 407.084 407.084 576.593 463.587 
13985 407.16 407.16 576.859 463.727 
13990 407.235 407.235 577.127 463.866 
13995 407.31 407.31 577.394 464.005 
14000 407.387 407.387 577.662 464.145 
14005 407.462 407.462 577.929 464.284 
14010 407.536 407.536 578.195 464.423 
14015 407.611 407.611 578.463 464.562 
14020 407.685 407.685 578.73 464.7 
14025 407.758 407.758 578.998 464.838 
14030 407.831 407.831 579.266 464.976 
14035 407.904 407.904 579.534 465.114 
14040 407.976 407.976 579.802 465.251 
14045 408.047 408.047 580.069 465.388 
14050 408.119 408.119 580.337 465.525 
14055 408.191 408.191 580.603 465.662 
14060 408.265 408.265 580.869 465.8 
14065 408.337 408.337 581.136 465.937 
14070 408.411 408.411 581.403 466.075 
14075 408.485 408.485 581.67 466.214 
14080 408.56 408.56 581.938 466.353 
14085 408.636 408.636 582.206 466.493 
14090 408.712 408.712 582.474 466.633 
14095 408.786 408.786 582.742 466.771 
14100 408.861 408.861 583.011 466.911 
14105 408.937 408.937 583.279 467.051 
14110 409.013 409.013 583.548 467.191 
14115 409.088 409.088 583.815 467.33 
14120 409.165 409.165 584.082 467.471 
14125 409.244 409.244 584.35 467.613 
14130 409.321 409.321 584.618 467.753 
14135 409.398 409.398 584.886 467.894 
14140 409.475 409.475 585.154 468.035 
14145 409.553 409.553 585.421 468.176 
14150 409.631 409.631 585.689 468.317 
14155 409.708 409.708 585.956 468.457 
14160 409.786 409.786 586.223 468.599 
14165 409.866 409.866 586.49 468.74 
14170 409.944 409.944 586.758 468.882 
14175 410.023 410.023 587.026 469.024 
14180 410.103 410.103 587.294 469.166 
14185 410.181 410.181 587.562 469.308 
14190 410.259 410.259 587.829 469.449 
14195 410.338 410.338 588.099 469.591 
14200 410.417 410.417 588.369 469.734 
14205 410.495 410.495 588.637 469.876 
14210 410.574 410.574 588.905 470.017 
14215 410.652 410.652 589.173 470.159 
14220 410.73 410.73 589.442 470.301 
14225 410.809 410.809 589.711 470.443 
14230 410.887 410.887 589.981 470.585 
14235 410.967 410.967 590.251 470.728 
14240 411.046 411.046 590.52 470.87 
14245 411.124 411.124 590.789 471.013 
14250 411.201 411.201 591.059 471.154 
14255 411.277 411.277 591.327 471.294 
14260 411.354 411.354 591.598 471.436 
14265 411.431 411.431 591.869 471.577 
14270 411.507 411.507 592.138 471.717 
14275 411.582 411.582 592.407 471.857 
14280 411.655 411.655 592.677 471.996 
14285 411.729 411.729 592.948 472.136 
14290 411.804 411.804 593.218 472.275 
14295 411.878 411.878 593.489 472.415 
14300 411.951 411.951 593.76 472.554 
14305 412.024 412.024 594.032 472.693 
14310 412.099 412.099 594.301 472.833 
14315 412.174 412.174 594.571 472.973 
14320 412.25 412.25 594.841 473.114 
14325 412.326 412.326 595.11 473.254 
14330 412.403 412.403 595.379 473.395 
14335 412.479 412.479 595.647 473.535 
14340 412.554 412.554 595.917 473.675 
14345 412.63 412.63 596.187 473.815 
14350 412.706 412.706 596.456 473.956 
14355 412.782 412.782 596.725 474.097 
14360 412.858 412.858 596.995 474.237 
14365 412.934 412.934 597.265 474.377 
14370 413.008 413.008 597.535 474.517 
14375 413.082 413.082 597.804 474.656 
14380 413.158 413.158 598.074 474.797 
14385 413.235 413.235 598.343 474.938 
14390 413.313 413.313 598.613 475.079 
14395 413.39 413.39 598.883 475.221 
14400 413.469 413.469 599.154 475.364 
14405 413.548 413.548 599.424 475.507 
14410 413.624 413.624 599.694 475.648 
14415 413.701 413.701 599.964 475.788 
14420 413.777 413.777 600.232 475.929 
14425 413.852 413.852 600.502 476.069 
14430 413.928 413.928 600.771 476.209 
14435 414.004 414.004 601.039 476.349 
14440 414.079 414.079 601.308 476.489 
14445 414.157 414.157 601.576 476.63 
14450 414.236 414.236 601.845 476.773 
14455 414.314 414.314 602.113 476.913 
14460 414.393 414.393 602.381 477.056 
14465 414.472 414.472 602.649 477.197 
14470 414.55 414.55 602.919 477.339 
14475 414.627 414.627 603.189 477.481 
14480 414.702 414.702 603.458 477.621 
14485 414.777 414.777 603.726 477.76 
14490 414.852 414.852 603.996 477.9 
14495 414.927 414.927 604.266 478.04 
14500 415.002 415.002 604.537 478.18 
14505 415.077 415.077 604.806 478.32 
14510 415.152 415.152 605.075 478.46 
14515 415.226 415.226 605.345 478.599 
14520 415.299 415.299 605.614 478.737 
14525 415.372 415.372 605.884 478.876 
14530 415.444 415.444 606.152 479.013 
14535 415.514 415.514 606.421 479.149 
14540 415.585 415.585 606.691 479.287 
14545 415.656 415.656 606.96 479.424 
14550 415.728 415.728 607.23 479.562 
14555 415.799 415.799 607.5 479.699 
14560 415.871 415.871 607.769 479.837 
14565 415.943 415.943 608.038 479.975 
14570 416.015 416.015 608.307 480.112 
14575 416.088 416.088 608.576 480.25 
14580 416.161 416.161 608.844 480.388 
14585 416.234 416.234 609.112 480.527 
14590 416.305 416.305 609.381 480.664 
14595 416.378 416.378 609.649 480.802 
14600 416.45 416.45 609.917 480.939 
14605 416.523 416.523 610.186 481.077 
14610 416.594 416.594 610.455 481.214 
14615 416.667 416.667 610.724 481.353 
14620 416.74 416.74 610.993 481.491 
14625 416.815 416.815 611.262 481.631 
14630 416.889 416.889 611.531 481.77 
14635 416.963 416.963 611.798 481.908 
14640 417.036 417.036 612.066 482.046 
14645 417.11 417.11 612.335 482.185 
14650 417.184 417.184 612.604 482.324 
14655 417.258 417.258 612.873 482.463 
14660 417.334 417.334 613.141 482.603 
14665 417.409 417.409 613.41 482.742 
14670 417.484 417.484 613.679 482.882 
14675 417.559 417.559 613.95 483.023 
14680 417.635 417.635 614.22 483.163 
14685 417.71 417.71 614.49 483.304 
14690 417.788 417.788 614.761 483.445 
14695 417.865 417.865 615.032 483.587 
14700 417.943 417.943 615.302 483.729 
14705 418.019 418.019 615.571 483.87 
14710 418.096 418.096 615.84 484.011 
14715 418.174 418.174 616.109 484.152 
14720 418.251 418.251 616.377 484.293 
14725 418.33 418.33 616.644 484.435 
14730 418.41 418.41 616.911 484.577 
14735 418.488 418.488 617.178 484.718 
14740 418.565 418.565 617.445 484.859 
14745 418.643 418.643 617.713 484.999 
14750 418.72 418.72 617.981 485.14 
14755 418.797 418.797 618.249 485.281 
14760 418.874 418.874 618.517 485.421 
14765 418.949 418.949 618.785 485.561 
14770 419.025 419.025 619.053 485.701 
14775 419.1 419.1 619.323 485.841 
14780 419.175 419.175 619.593 485.981 
14785 419.25 419.25 619.862 486.12 
14790 419.324 419.324 620.132 486.26 
14795 419.398 419.398 620.401 486.399 
14800 419.472 419.472 620.671 486.538 
14805 419.546 419.546 620.942 486.678 
14810 419.622 419.622 621.214 486.82 
14815 419.7 419.7 621.486 486.962 
14820 419.777 419.777 621.757 487.104 
14825 419.854 419.854 622.027 487.245 
14830 419.931 419.931 622.297 487.386 
14835 420.007 420.007 622.565 487.526 
14840 420.083 420.083 622.835 487.667 
14845 420.16 420.16 623.106 487.809 
14850 420.237 420.237 623.377 487.95 
14855 420.315 420.315 623.648 488.093 
14860 420.394 420.394 623.92 488.236 
14865 420.472 420.472 624.192 488.379 
14870 420.552 420.552 624.464 488.523 
14875 420.632 420.632 624.736 488.667 
14880 420.712 420.712 625.008 488.81 
14885 420.791 420.791 625.28 488.954 
14890 420.87 420.87 625.553 489.098 
14895 420.951 420.951 625.827 489.243 
14900 421.03 421.03 626.1 489.387 
14905 421.11 421.11 626.372 489.531 
14910 421.189 421.189 626.645 489.674 
14915 421.269 421.269 626.915 489.818 
14920 421.349 421.349 627.186 489.962 
14925 421.43 421.43 627.456 490.105 
14930 421.509 421.509 627.724 490.247 
14935 421.587 421.587 627.992 490.389 
14940 421.665 421.665 628.262 490.531 
14945 421.744 421.744 628.529 490.672 
14950 421.824 421.824 628.796 490.815 
14955 421.906 421.906 629.063 490.958 
14960 421.989 421.989 629.33 491.103 
14965 422.072 422.072 629.597 491.247 
14970 422.154 422.154 629.863 491.39 
14975 422.237 422.237 630.128 491.534 
14980 422.321 422.321 630.394 491.678 
14985 422.404 422.404 630.661 491.823 
14990 422.488 422.488 630.928 491.968 
14995 422.573 422.573 631.197 492.114 
15000 422.659 422.659 631.465 492.261 
15005 422.745 422.745 631.735 492.408 
15010 422.829 422.829 632.005 492.555 
15015 422.913 422.913 632.274 492.7 
15020 422.997 422.997 632.543 492.846 
15025 423.078 423.078 632.813 492.99 
15030 423.16 423.16 633.082 493.134 
15035 423.24 423.24 633.35 493.276 
15040 423.32 423.32 633.618 493.419 
15045 423.399 423.399 633.885 493.561 
15050 423.478 423.478 634.154 493.703 
15055 423.558 423.558 634.421 493.846 
15060 423.638 423.638 634.69 493.989 
15065 423.719 423.719 634.958 494.132 
15070 423.799 423.799 635.225 494.275 
15075 423.878 423.878 635.492 494.416 
15080 423.956 423.956 635.759 494.557 
15085 424.035 424.035 636.027 494.699 
15090 424.113 424.113 636.295 494.84 
15095 424.189 424.189 636.563 494.981 
15100 424.267 424.267 636.831 495.122 
15105 424.345 424.345 637.1 495.264 
15110 424.422 424.422 637.369 495.405 
15115 424.499 424.499 637.64 495.546 
15120 424.577 424.577 637.911 495.688 
15125 424.655 424.655 638.181 495.83 
15130 424.733 424.733 638.452 495.973 
15135 424.812 424.812 638.722 496.115 
15140 424.892 424.892 638.993 496.259 
15145 424.972 424.972 639.264 496.403 
15150 425.052 425.052 639.537 496.547 
15155 425.133 425.133 639.809 496.692 
15160 425.213 425.213 640.081 496.836 
15165 425.293 425.293 640.354 496.98 
15170 425.373 425.373 640.626 497.124 
15175 425.454 425.454 640.898 497.268 
15180 425.534 425.534 641.17 497.413 
15185 425.614 425.614 641.442 497.557 
15190 425.693 425.693 641.716 497.701 
15195 425.773 425.773 641.99 497.845 
15200 425.852 425.852 642.264 497.989 
15205 425.93 425.93 642.539 498.133 
15210 426.007 426.007 642.813 498.276 
15215 426.085 426.085 643.088 498.419 
15220 426.163 426.163 643.363 498.563 
15225 426.241 426.241 643.638 498.707 
15230 426.317 426.317 643.914 498.849 
15235 426.392 426.392 644.19 498.991 
15240 426.467 426.467 644.467 499.134 
15245 426.544 426.544 644.743 499.277 
15250 426.62 426.62 645.02 499.42 
15255 426.697 426.697 645.296 499.563 
15260 426.774 426.774 645.573 499.707 
15265 426.852 426.852 645.851 499.852 
15270 426.929 426.929 646.127 499.995 
15275 427.006 427.006 646.406 500.139 
15280 427.084 427.084 646.684 500.284 
15285 427.162 427.162 646.962 500.428 
15290 427.241 427.241 647.24 500.574 
15295 427.32 427.32 647.518 500.72 
15300 427.399 427.399 647.797 500.865 
15305 427.479 427.479 648.076 501.012 
15310 427.56 427.56 648.355 501.159 
15315 427.641 427.641 648.636 501.306 
15320 427.721 427.721 648.916 501.453 
15325 427.801 427.801 649.196 501.599 
15330 427.881 427.881 649.477 501.746 
15335 427.962 427.962 649.759 501.894 
15340 428.044 428.044 650.04 502.043 
15345 428.127 428.127 650.322 502.192 
15350 428.209 428.209 650.604 502.34 
15355 428.291 428.291 650.885 502.489 
15360 428.373 428.373 651.167 502.638 
15365 428.454 428.454 651.449 502.786 
15370 428.536 428.536 651.73 502.934 
15375 428.615 428.615 652.011 503.08 
15380 428.692 428.692 652.292 503.225 
15385 428.768 428.768 652.573 503.37 
15390 428.845 428.845 652.855 503.515 
15395 428.922 428.922 653.137 503.66 
15400 428.999 428.999 653.418 503.805 
15405 429.076 429.076 653.699 503.95 
15410 429.153 429.153 653.979 504.095 
15415 429.228 429.228 654.259 504.239 
15420 429.303 429.303 654.539 504.382 
15425 429.377 429.377 654.818 504.524 
15430 429.452 429.452 655.098 504.667 
15435 429.529 429.529 655.379 504.812 
15440 429.607 429.607 655.66 504.958 
15445 429.687 429.687 655.941 505.105 
15450 429.765 429.765 656.222 505.251 
15455 429.845 429.845 656.503 505.398 
15460 429.925 429.925 656.784 505.545 
15465 430.003 430.003 657.066 505.691 
15470 430.083 430.083 657.348 505.838 
15475 430.162 430.162 657.63 505.985 
15480 430.242 430.242 657.91 506.132 
15485 430.323 430.323 658.192 506.28 
15490 430.404 430.404 658.474 506.427 
15495 430.482 430.482 658.755 506.573 
15500 430.559 430.559 659.036 506.718 
15505 430.635 430.635 659.315 506.861 
15510 430.712 430.712 659.593 507.006 
15515 430.788 430.788 659.871 507.149 
15520 430.866 430.866 660.15 507.294 
15525 430.942 430.942 660.429 507.437 
15530 431.02 431.02 660.707 507.582 
15535 431.098 431.098 660.986 507.728 
15540 431.177 431.177 661.264 507.873 
15545 431.255 431.255 661.542 508.018 
15550 431.334 431.334 661.82 508.163 
15555 431.414 431.414 662.096 508.308 
15560 431.494 431.494 662.373 508.454 
15565 431.573 431.573 662.649 508.598 
15570 431.65 431.65 662.925 508.742 
15575 431.728 431.728 663.201 508.885 
15580 431.805 431.805 663.479 509.029 
15585 431.881 431.881 663.756 509.173 
15590 431.958 431.958 664.034 509.317 
15595 432.035 432.035 664.31 509.46 
15600 432.114 432.114 664.586 509.604 
15605 432.191 432.191 664.862 509.748 
15610 432.268 432.268 665.137 509.891 
15615 432.345 432.345 665.412 510.034 
15620 432.424 432.424 665.688 510.179 
15625 432.504 432.504 665.965 510.324 
15630 432.582 432.582 666.243 510.469 
15635 432.661 432.661 666.521 510.614 
15640 432.74 432.74 666.8 510.76 
15645 432.818 432.818 667.078 510.905 
15650 432.898 432.898 667.357 511.051 
15655 432.978 432.978 667.636 511.197 
15660 433.059 433.059 667.915 511.344 
15665 433.141 433.141 668.195 511.492 
15670 433.222 433.222 668.474 511.639 
15675 433.301 433.301 668.753 511.785 
15680 433.383 433.383 669.033 511.933 
15685 433.464 433.464 669.312 512.08 
15690 433.546 433.546 669.592 512.228 
15695 433.628 433.628 669.873 512.376 
15700 433.708 433.708 670.154 512.524 
15705 433.789 433.789 670.438 512.672 
15710 433.87 433.87 670.721 512.82 
15715 433.95 433.95 671.004 512.968 
15720 434.032 434.032 671.287 513.117 
15725 434.117 434.117 671.57 513.268 
15730 434.201 434.201 671.853 513.418 
15735 434.284 434.284 672.136 513.568 
15740 434.37 434.37 672.419 513.719 
15745 434.453 434.453 672.702 513.869 
15750 434.537 434.537 672.986 514.02 
15755 434.621 434.621 673.271 514.171 
15760 434.704 434.704 673.556 514.321 
15765 434.787 434.787 673.842 514.472 
15770 434.869 434.869 674.127 514.622 
15775 434.952 434.952 674.412 514.772 
15780 435.035 435.035 674.697 514.922 
15785 435.117 435.117 674.983 515.072 
15790 435.199 435.199 675.268 515.222 
15795 435.283 435.283 675.555 515.373 
15800 435.365 435.365 675.842 515.524 
15805 435.448 435.448 676.129 515.675 
15810 435.532 435.532 676.414 515.826 
15815 435.616 435.616 676.701 515.978 
15820 435.702 435.702 676.988 516.13 
15825 435.789 435.789 677.277 516.285 
15830 435.877 435.877 677.567 516.44 
15835 435.964 435.964 677.857 516.595 
15840 436.05 436.05 678.15 516.75 
15845 436.135 436.135 678.442 516.904 
15850 436.218 436.218 678.735 517.057 
15855 436.304 436.304 679.029 517.212 
15860 436.388 436.388 679.322 517.366 
15865 436.473 436.473 679.615 517.52 
15870 436.558 436.558 679.907 517.674 
15875 436.644 436.644 680.201 517.83 
15880 436.729 436.729 680.493 517.984 
15885 436.811 436.811 680.786 518.136 
