time msd[001] msd[002] msd[003] ave
5 0.00666367 0.00666367 0.00669455 0.00667396 
10 0.0128827 0.0128827 0.0131489 0.0129714 
15 0.0188476 0.0188476 0.0196419 0.0191124 
20 0.0245917 0.0245917 0.0260122 0.0250652 
25 0.0303397 0.0303397 0.0322153 0.0309649 
30 0.0361031 0.0361031 0.0383492 0.0368518 
35 0.0419412 0.0419412 0.0446251 0.0428359 
40 0.0482963 0.0482963 0.0509943 0.0491956 
45 0.0547524 0.0547524 0.0577681 0.0557576 
50 0.0615331 0.0615331 0.0648445 0.0626369 
55 0.0681968 0.0681968 0.0719469 0.0694468 
60 0.0750451 0.0750451 0.0791424 0.0764109 
65 0.0820511 0.0820511 0.0865997 0.0835673 
70 0.0893814 0.0893814 0.0941446 0.0909691 
75 0.0969194 0.0969194 0.101778 0.098539 
80 0.104746 0.104746 0.109647 0.10638 
85 0.112778 0.112778 0.117711 0.114422 
90 0.120894 0.120894 0.126 0.122596 
95 0.129293 0.129293 0.134244 0.130943 
100 0.137669 0.137669 0.142658 0.139332 
105 0.146312 0.146312 0.151321 0.147982 
110 0.155214 0.155214 0.160479 0.156969 
115 0.16453 0.16453 0.17006 0.166373 
120 0.174164 0.174164 0.179912 0.17608 
125 0.184125 0.184125 0.190247 0.186166 
130 0.194413 0.194413 0.200941 0.196589 
135 0.204926 0.204926 0.212079 0.20731 
140 0.21558 0.21558 0.223434 0.218198 
145 0.226464 0.226464 0.235005 0.229311 
150 0.237714 0.237714 0.246795 0.240741 
155 0.249244 0.249244 0.258762 0.252417 
160 0.260867 0.260867 0.27103 0.264255 
165 0.272823 0.272823 0.283427 0.276358 
170 0.28515 0.28515 0.296347 0.288882 
175 0.297853 0.297853 0.309496 0.301734 
180 0.310946 0.310946 0.323085 0.314992 
185 0.324377 0.324377 0.33683 0.328528 
190 0.338221 0.338221 0.351011 0.342485 
195 0.352568 0.352568 0.365628 0.356921 
200 0.367093 0.367093 0.38045 0.371545 
205 0.381903 0.381903 0.395465 0.386424 
210 0.396826 0.396826 0.410662 0.401438 
215 0.411866 0.411866 0.426024 0.416585 
220 0.427287 0.427287 0.441802 0.432125 
225 0.443137 0.443137 0.458042 0.448105 
230 0.459217 0.459217 0.474479 0.464305 
235 0.475735 0.475735 0.491066 0.480846 
240 0.492386 0.492386 0.507825 0.497533 
245 0.509341 0.509341 0.52497 0.514551 
250 0.52662 0.52662 0.54271 0.531983 
255 0.544118 0.544118 0.560692 0.549643 
260 0.561966 0.561966 0.578885 0.567605 
265 0.58013 0.58013 0.597276 0.585845 
270 0.598435 0.598435 0.61573 0.6042 
275 0.617142 0.617142 0.634425 0.622903 
280 0.636279 0.636279 0.653448 0.642002 
285 0.655566 0.655566 0.672945 0.661359 
290 0.675079 0.675079 0.692745 0.680968 
295 0.694892 0.694892 0.712995 0.700926 
300 0.715262 0.715262 0.733655 0.721393 
305 0.736111 0.736111 0.754854 0.742359 
310 0.757108 0.757108 0.776122 0.763446 
315 0.778271 0.778271 0.797632 0.784725 
320 0.799771 0.799771 0.819568 0.80637 
325 0.821561 0.821561 0.841685 0.828269 
330 0.844029 0.844029 0.864334 0.850797 
335 0.866781 0.866781 0.887323 0.873628 
340 0.889648 0.889648 0.910567 0.896621 
345 0.91274 0.91274 0.934159 0.91988 
350 0.936235 0.936235 0.957912 0.943461 
355 0.959872 0.959872 0.981989 0.967244 
360 0.983928 0.983928 1.00647 0.991441 
365 1.00816 1.00816 1.03105 1.01579 
370 1.03258 1.03258 1.05603 1.04039 
375 1.05716 1.05716 1.08121 1.06518 
380 1.08217 1.08217 1.10679 1.09038 
385 1.10764 1.10764 1.13256 1.11595 
390 1.13336 1.13336 1.1586 1.14177 
395 1.15948 1.15948 1.1848 1.16792 
400 1.18567 1.18567 1.21121 1.19418 
405 1.21218 1.21218 1.23788 1.22075 
410 1.23879 1.23879 1.26468 1.24742 
415 1.2657 1.2657 1.29168 1.27436 
420 1.29298 1.29298 1.3192 1.30172 
425 1.32076 1.32076 1.34701 1.32951 
430 1.34874 1.34874 1.37513 1.35754 
435 1.37702 1.37702 1.40374 1.38593 
440 1.40551 1.40551 1.43276 1.4146 
445 1.43453 1.43453 1.46207 1.44371 
450 1.464 1.464 1.49168 1.47322 
455 1.49358 1.49358 1.52162 1.50293 
460 1.52363 1.52363 1.55188 1.53305 
465 1.55395 1.55395 1.5827 1.56353 
470 1.58486 1.58486 1.61404 1.59459 
475 1.6159 1.6159 1.64559 1.6258 
480 1.64714 1.64714 1.67755 1.65728 
485 1.67846 1.67846 1.70956 1.68883 
490 1.71015 1.71015 1.74184 1.72071 
495 1.74223 1.74223 1.77453 1.753 
500 1.77472 1.77472 1.80758 1.78567 
505 1.80763 1.80763 1.84118 1.81881 
510 1.8408 1.8408 1.87485 1.85215 
515 1.87395 1.87395 1.90862 1.88551 
520 1.90733 1.90733 1.94242 1.91903 
525 1.94113 1.94113 1.97642 1.95289 
530 1.9754 1.9754 2.01063 1.98714 
535 2.01004 2.01004 2.04526 2.02178 
540 2.045 2.045 2.08012 2.0567 
545 2.08035 2.08035 2.11558 2.09209 
550 2.11581 2.11581 2.1513 2.12764 
555 2.15166 2.15166 2.18735 2.16356 
560 2.18776 2.18776 2.22379 2.19977 
565 2.22411 2.22411 2.26031 2.23618 
570 2.26069 2.26069 2.29706 2.27281 
575 2.29765 2.29765 2.33416 2.30982 
580 2.33495 2.33495 2.37171 2.34721 
585 2.37241 2.37241 2.40947 2.38476 
590 2.41022 2.41022 2.4476 2.42268 
595 2.44826 2.44826 2.48592 2.46081 
600 2.48652 2.48652 2.52461 2.49922 
605 2.52518 2.52518 2.56356 2.53797 
610 2.56422 2.56422 2.60305 2.57716 
615 2.60344 2.60344 2.6426 2.6165 
620 2.64306 2.64306 2.6826 2.65624 
625 2.68293 2.68293 2.72277 2.69621 
630 2.72312 2.72312 2.76307 2.73643 
635 2.76341 2.76341 2.80386 2.77689 
640 2.80434 2.80434 2.84515 2.81794 
645 2.84554 2.84554 2.88694 2.85934 
650 2.88719 2.88719 2.92914 2.90117 
655 2.92904 2.92904 2.9716 2.94323 
660 2.97125 2.97125 3.01438 2.98563 
665 3.01355 3.01355 3.05732 3.02814 
670 3.05624 3.05624 3.10067 3.07105 
675 3.09925 3.09925 3.14415 3.11422 
680 3.1428 3.1428 3.18807 3.15789 
685 3.18658 3.18658 3.23231 3.20182 
690 3.23038 3.23038 3.27685 3.24587 
695 3.27439 3.27439 3.32166 3.29015 
700 3.31861 3.31861 3.36677 3.33467 
705 3.3632 3.3632 3.41191 3.37944 
710 3.40806 3.40806 3.45754 3.42456 
715 3.45326 3.45326 3.50348 3.47 
720 3.49879 3.49879 3.5498 3.51579 
725 3.54478 3.54478 3.59675 3.56211 
730 3.5911 3.5911 3.64393 3.60871 
735 3.63748 3.63748 3.69153 3.65549 
740 3.68431 3.68431 3.73962 3.70275 
745 3.73133 3.73133 3.7879 3.75019 
750 3.77853 3.77853 3.83676 3.79794 
755 3.82616 3.82616 3.88622 3.84618 
760 3.87427 3.87427 3.93618 3.89491 
765 3.92287 3.92287 3.98663 3.94412 
770 3.97169 3.97169 4.03725 3.99354 
775 4.02068 4.02068 4.08767 4.04301 
780 4.06978 4.06978 4.13834 4.09263 
785 4.11889 4.11889 4.18928 4.14235 
790 4.16821 4.16821 4.24058 4.19233 
795 4.21773 4.21773 4.29231 4.24259 
800 4.26754 4.26754 4.34424 4.29311 
805 4.31762 4.31762 4.39644 4.34389 
810 4.3678 4.3678 4.44886 4.39482 
815 4.41835 4.41835 4.5015 4.44607 
820 4.46933 4.46933 4.55398 4.49755 
825 4.52079 4.52079 4.60723 4.5496 
830 4.57267 4.57267 4.66108 4.60214 
835 4.625 4.625 4.71534 4.65511 
840 4.6776 4.6776 4.76992 4.70837 
845 4.7305 4.7305 4.82471 4.7619 
850 4.78365 4.78365 4.87967 4.81565 
855 4.83687 4.83687 4.93476 4.8695 
860 4.89057 4.89057 4.9901 4.92375 
865 4.94453 4.94453 5.04555 4.97821 
870 4.9988 4.9988 5.10147 5.03302 
875 5.05322 5.05322 5.15777 5.08807 
880 5.10805 5.10805 5.21439 5.1435 
885 5.16341 5.16341 5.27132 5.19938 
890 5.21931 5.21931 5.32867 5.25576 
895 5.27554 5.27554 5.38646 5.31251 
900 5.33203 5.33203 5.44463 5.36956 
905 5.38878 5.38878 5.50291 5.42682 
910 5.44601 5.44601 5.56139 5.48447 
915 5.50356 5.50356 5.62005 5.54239 
920 5.56113 5.56113 5.67884 5.60037 
925 5.61892 5.61892 5.73794 5.65859 
930 5.67692 5.67692 5.79704 5.71696 
935 5.73534 5.73534 5.8564 5.7757 
940 5.79374 5.79374 5.9162 5.83456 
945 5.8526 5.8526 5.97625 5.89382 
950 5.91165 5.91165 6.03649 5.95326 
955 5.9708 5.9708 6.09726 6.01295 
960 6.03017 6.03017 6.15812 6.07282 
965 6.08986 6.08986 6.21931 6.13301 
970 6.14975 6.14975 6.28098 6.19349 
975 6.20994 6.20994 6.34263 6.25417 
980 6.27016 6.27016 6.40442 6.31492 
985 6.33068 6.33068 6.46648 6.37595 
990 6.39139 6.39139 6.52908 6.43728 
995 6.45235 6.45235 6.59215 6.49895 
1000 6.5137 6.5137 6.65526 6.56089 
1005 6.57534 6.57534 6.71855 6.62307 
1010 6.63722 6.63722 6.78219 6.68555 
1015 6.69936 6.69936 6.84632 6.74835 
1020 6.76192 6.76192 6.91076 6.81153 
1025 6.82494 6.82494 6.97552 6.87514 
1030 6.88826 6.88826 7.04032 6.93895 
1035 6.95196 6.95196 7.10552 7.00314 
1040 7.01588 7.01588 7.17081 7.06752 
1045 7.07995 7.07995 7.23634 7.13208 
1050 7.14434 7.14434 7.3021 7.19692 
1055 7.20907 7.20907 7.36811 7.26208 
1060 7.27415 7.27415 7.43403 7.32744 
1065 7.33949 7.33949 7.50051 7.39316 
1070 7.40508 7.40508 7.56735 7.45917 
1075 7.47117 7.47117 7.63453 7.52562 
1080 7.53712 7.53712 7.70221 7.59215 
1085 7.60336 7.60336 7.7701 7.65894 
1090 7.66981 7.66981 7.8382 7.72594 
1095 7.73654 7.73654 7.90642 7.79317 
1100 7.80345 7.80345 7.97452 7.86048 
1105 7.87067 7.87067 8.0427 7.92801 
1110 7.93829 7.93829 8.11106 7.99588 
1115 8.00611 8.00611 8.17981 8.06401 
1120 8.07421 8.07421 8.24905 8.13249 
1125 8.14271 8.14271 8.31837 8.20126 
1130 8.21147 8.21147 8.38779 8.27025 
1135 8.28053 8.28053 8.45759 8.33955 
1140 8.35006 8.35006 8.52776 8.40929 
1145 8.41985 8.41985 8.59828 8.47932 
1150 8.49002 8.49002 8.66919 8.54974 
1155 8.5606 8.5606 8.74081 8.62067 
1160 8.63168 8.63168 8.8126 8.69199 
1165 8.703 8.703 8.88463 8.76354 
1170 8.77441 8.77441 8.95693 8.83525 
1175 8.84618 8.84618 9.02974 8.90737 
1180 8.91844 8.91844 9.10281 8.9799 
1185 8.991 8.991 9.17618 9.05273 
1190 9.06371 9.06371 9.24989 9.12577 
1195 9.13676 9.13676 9.32376 9.19909 
1200 9.21011 9.21011 9.39805 9.27276 
1205 9.28376 9.28376 9.47248 9.34667 
1210 9.35767 9.35767 9.54745 9.42093 
1215 9.43197 9.43197 9.62259 9.49551 
1220 9.50631 9.50631 9.69806 9.57023 
1225 9.58086 9.58086 9.77365 9.64512 
1230 9.65567 9.65567 9.84933 9.72022 
1235 9.73061 9.73061 9.9252 9.79547 
1240 9.80588 9.80588 10.0014 9.87105 
1245 9.88125 9.88125 10.0778 9.94676 
1250 9.95684 9.95684 10.1543 10.0227 
1255 10.0329 10.0329 10.2311 10.099 
1260 10.1092 10.1092 10.3085 10.1757 
1265 10.1857 10.1857 10.3861 10.2525 
1270 10.2623 10.2623 10.4639 10.3295 
1275 10.3388 10.3388 10.5416 10.4064 
1280 10.4152 10.4152 10.6193 10.4833 
1285 10.4923 10.4923 10.6975 10.5607 
1290 10.5694 10.5694 10.7758 10.6382 
1295 10.647 10.647 10.8544 10.7161 
1300 10.7247 10.7247 10.9333 10.7942 
1305 10.8025 10.8025 11.0126 10.8726 
1310 10.8808 10.8808 11.0922 10.9512 
1315 10.9595 10.9595 11.172 11.0303 
1320 11.0385 11.0385 11.2519 11.1096 
1325 11.1181 11.1181 11.3321 11.1894 
1330 11.1979 11.1979 11.4125 11.2694 
1335 11.278 11.278 11.4929 11.3496 
1340 11.3581 11.3581 11.5735 11.4299 
1345 11.4383 11.4383 11.6543 11.5103 
1350 11.5187 11.5187 11.7353 11.5909 
1355 11.5994 11.5994 11.8166 11.6718 
1360 11.6806 11.6806 11.8983 11.7531 
1365 11.7619 11.7619 11.9802 11.8347 
1370 11.8436 11.8436 12.0625 11.9166 
1375 11.9256 11.9256 12.145 11.9988 
1380 12.0081 12.0081 12.228 12.0814 
1385 12.0903 12.0903 12.3112 12.1639 
1390 12.1729 12.1729 12.3946 12.2468 
1395 12.2561 12.2561 12.4782 12.3301 
1400 12.3393 12.3393 12.5619 12.4135 
1405 12.4226 12.4226 12.6462 12.4971 
1410 12.5062 12.5062 12.7307 12.581 
1415 12.5898 12.5898 12.8155 12.665 
1420 12.6739 12.6739 12.9008 12.7495 
1425 12.7583 12.7583 12.9861 12.8342 
1430 12.8428 12.8428 13.0716 12.9191 
1435 12.9274 12.9274 13.1573 13.004 
1440 13.0118 13.0118 13.2432 13.0889 
1445 13.0966 13.0966 13.3291 13.1741 
1450 13.1818 13.1818 13.4155 13.2597 
1455 13.2672 13.2672 13.5024 13.3456 
1460 13.3525 13.3525 13.5893 13.4314 
1465 13.4379 13.4379 13.6765 13.5174 
1470 13.5237 13.5237 13.7638 13.6037 
1475 13.6098 13.6098 13.851 13.6902 
1480 13.6963 13.6963 13.9386 13.777 
1485 13.783 13.783 14.0264 13.8641 
1490 13.8702 13.8702 14.1148 13.9517 
1495 13.9576 13.9576 14.2034 14.0395 
1500 14.0452 14.0452 14.2925 14.1276 
1505 14.1329 14.1329 14.3818 14.2159 
1510 14.2209 14.2209 14.4715 14.3044 
1515 14.3093 14.3093 14.5615 14.3934 
1520 14.3977 14.3977 14.6519 14.4824 
1525 14.4867 14.4867 14.7427 14.572 
1530 14.576 14.576 14.8337 14.6619 
1535 14.6656 14.6656 14.925 14.7521 
1540 14.7557 14.7557 15.0165 14.8426 
1545 14.846 14.846 15.1082 14.9334 
1550 14.9367 14.9367 15.2 15.0245 
1555 15.0276 15.0276 15.2919 15.1157 
1560 15.119 15.119 15.3844 15.2075 
1565 15.2102 15.2102 15.4771 15.2992 
1570 15.3017 15.3017 15.5703 15.3912 
1575 15.3931 15.3931 15.6634 15.4832 
1580 15.485 15.485 15.7569 15.5756 
1585 15.5773 15.5773 15.851 15.6685 
1590 15.6699 15.6699 15.9454 15.7617 
1595 15.763 15.763 16.0399 15.8553 
1600 15.8562 15.8562 16.1345 15.949 
1605 15.9495 15.9495 16.2295 16.0429 
1610 16.0431 16.0431 16.3247 16.137 
1615 16.1368 16.1368 16.42 16.2312 
1620 16.2306 16.2306 16.5158 16.3257 
1625 16.3245 16.3245 16.6118 16.4203 
1630 16.4186 16.4186 16.7083 16.5152 
1635 16.5131 16.5131 16.8049 16.6104 
1640 16.608 16.608 16.9018 16.706 
1645 16.7031 16.7031 16.9989 16.8017 
1650 16.7985 16.7985 17.0961 16.8977 
1655 16.8939 16.8939 17.1934 16.9938 
1660 16.9892 16.9892 17.291 17.0898 
1665 17.0848 17.0848 17.3885 17.186 
1670 17.1801 17.1801 17.4865 17.2822 
1675 17.2759 17.2759 17.5847 17.3788 
1680 17.372 17.372 17.6829 17.4756 
1685 17.4685 17.4685 17.7814 17.5728 
1690 17.5652 17.5652 17.88 17.6701 
1695 17.6621 17.6621 17.9789 17.7677 
1700 17.7595 17.7595 18.0783 17.8658 
1705 17.8574 17.8574 18.1778 17.9642 
1710 17.9556 17.9556 18.2779 18.0631 
1715 18.0542 18.0542 18.378 18.1621 
1720 18.1532 18.1532 18.4781 18.2615 
1725 18.2522 18.2522 18.5782 18.3609 
1730 18.3515 18.3515 18.6787 18.4606 
1735 18.451 18.451 18.7795 18.5605 
1740 18.5508 18.5508 18.8808 18.6608 
1745 18.6507 18.6507 18.982 18.7611 
1750 18.7509 18.7509 19.0836 18.8618 
1755 18.8516 18.8516 19.1853 18.9629 
1760 18.9525 18.9525 19.287 19.064 
1765 19.0535 19.0535 19.3892 19.1654 
1770 19.155 19.155 19.4912 19.2671 
1775 19.2568 19.2568 19.5937 19.3691 
1780 19.3589 19.3589 19.6966 19.4714 
1785 19.4611 19.4611 19.7997 19.5739 
1790 19.5635 19.5635 19.903 19.6767 
1795 19.6659 19.6659 20.0065 19.7794 
1800 19.7685 19.7685 20.1107 19.8826 
1805 19.8717 19.8717 20.2151 19.9861 
1810 19.975 19.975 20.3196 20.0898 
1815 20.0784 20.0784 20.4244 20.1937 
1820 20.1824 20.1824 20.5298 20.2982 
1825 20.2864 20.2864 20.635 20.4026 
1830 20.3906 20.3906 20.7405 20.5072 
1835 20.495 20.495 20.8459 20.6119 
1840 20.5992 20.5992 20.9515 20.7166 
1845 20.7038 20.7038 21.0572 20.8216 
1850 20.8085 20.8085 21.163 20.9267 
1855 20.9137 20.9137 21.2688 21.0321 
1860 21.0191 21.0191 21.3743 21.1375 
1865 21.1249 21.1249 21.4803 21.2433 
1870 21.2311 21.2311 21.5862 21.3495 
1875 21.3377 21.3377 21.6926 21.456 
1880 21.4445 21.4445 21.7991 21.5627 
1885 21.5512 21.5512 21.9055 21.6693 
1890 21.6581 21.6581 22.012 21.7761 
1895 21.7649 21.7649 22.119 21.8829 
1900 21.8722 21.8722 22.2263 21.9903 
1905 21.9798 21.9798 22.3339 22.0978 
1910 22.0875 22.0875 22.4422 22.2058 
1915 22.1955 22.1955 22.5506 22.3139 
1920 22.3039 22.3039 22.6594 22.4224 
1925 22.4125 22.4125 22.7683 22.5311 
1930 22.5217 22.5217 22.8775 22.6403 
1935 22.6314 22.6314 22.9871 22.7499 
1940 22.7411 22.7411 23.0966 22.8596 
1945 22.8508 22.8508 23.2063 22.9693 
1950 22.9605 22.9605 23.316 23.079 
1955 23.0706 23.0706 23.4261 23.1891 
1960 23.1812 23.1812 23.5365 23.2996 
1965 23.2919 23.2919 23.6475 23.4104 
1970 23.403 23.403 23.7584 23.5215 
1975 23.5148 23.5148 23.8696 23.6331 
1980 23.6271 23.6271 23.981 23.7451 
1985 23.7398 23.7398 24.0925 23.8574 
1990 23.8524 23.8524 24.2043 23.9697 
1995 23.9653 23.9653 24.3162 24.0823 
2000 24.0785 24.0785 24.4286 24.1952 
2005 24.1918 24.1918 24.541 24.3082 
2010 24.3056 24.3056 24.6535 24.4215 
2015 24.4194 24.4194 24.7663 24.535 
2020 24.5334 24.5334 24.8796 24.6488 
2025 24.6474 24.6474 24.9933 24.7627 
2030 24.7614 24.7614 25.1074 24.8767 
2035 24.8759 24.8759 25.2217 24.9912 
2040 24.9906 24.9906 25.3363 25.1058 
2045 25.1057 25.1057 25.4515 25.221 
2050 25.221 25.221 25.5669 25.3363 
2055 25.3368 25.3368 25.682 25.4519 
2060 25.4525 25.4525 25.7972 25.5674 
2065 25.5687 25.5687 25.9127 25.6833 
2070 25.6852 25.6852 26.0286 25.7997 
2075 25.802 25.802 26.1446 25.9162 
2080 25.9189 25.9189 26.2606 26.0328 
2085 26.0358 26.0358 26.3769 26.1495 
2090 26.1532 26.1532 26.4932 26.2666 
2095 26.2709 26.2709 26.6102 26.384 
2100 26.3886 26.3886 26.7267 26.5013 
2105 26.5062 26.5062 26.8441 26.6189 
2110 26.6242 26.6242 26.9617 26.7367 
2115 26.7422 26.7422 27.0793 26.8545 
2120 26.8604 26.8604 27.197 26.9726 
2125 26.9792 26.9792 27.3151 27.0912 
2130 27.0984 27.0984 27.4334 27.21 
2135 27.2179 27.2179 27.5521 27.3293 
2140 27.3376 27.3376 27.6711 27.4487 
2145 27.4577 27.4577 27.7901 27.5685 
2150 27.5778 27.5778 27.9098 27.6885 
2155 27.6984 27.6984 28.0292 27.8087 
2160 27.8193 27.8193 28.1487 27.9291 
2165 27.9402 27.9402 28.2684 28.0496 
2170 28.0613 28.0613 28.3885 28.1704 
2175 28.1824 28.1824 28.509 28.2913 
2180 28.3037 28.3037 28.6297 28.4124 
2185 28.4251 28.4251 28.7506 28.5336 
2190 28.5469 28.5469 28.8717 28.6552 
2195 28.6689 28.6689 28.9934 28.7771 
2200 28.7912 28.7912 29.1153 28.8992 
2205 28.9138 28.9138 29.2376 29.0217 
2210 29.0362 29.0362 29.3601 29.1442 
2215 29.1587 29.1587 29.4824 29.2666 
2220 29.2814 29.2814 29.6049 29.3893 
2225 29.4045 29.4045 29.7278 29.5123 
2230 29.5279 29.5279 29.8506 29.6354 
2235 29.6517 29.6517 29.9737 29.759 
2240 29.7756 29.7756 30.0972 29.8828 
2245 29.8996 29.8996 30.2212 30.0068 
2250 30.0238 30.0238 30.3455 30.1311 
2255 30.1483 30.1483 30.4703 30.2557 
2260 30.2728 30.2728 30.595 30.3802 
2265 30.3975 30.3975 30.7197 30.5049 
2270 30.5224 30.5224 30.8444 30.6298 
2275 30.6473 30.6473 30.9695 30.7547 
2280 30.7721 30.7721 31.0947 30.8796 
2285 30.8972 30.8972 31.2201 31.0048 
2290 31.0223 31.0223 31.3457 31.1301 
2295 31.1478 31.1478 31.4717 31.2558 
2300 31.2734 31.2734 31.5979 31.3815 
2305 31.3991 31.3991 31.724 31.5074 
2310 31.525 31.525 31.8504 31.6334 
2315 31.6514 31.6514 31.9774 31.76 
2320 31.7777 31.7777 32.1043 31.8866 
2325 31.9041 31.9041 32.2314 32.0132 
2330 32.0312 32.0312 32.3586 32.1404 
2335 32.1586 32.1586 32.4855 32.2676 
2340 32.2856 32.2856 32.6127 32.3946 
2345 32.4128 32.4128 32.7402 32.5219 
2350 32.5401 32.5401 32.8679 32.6493 
2355 32.6677 32.6677 32.9959 32.7771 
2360 32.7952 32.7952 33.1239 32.9048 
2365 32.9228 32.9228 33.2522 33.0326 
2370 33.0509 33.0509 33.3808 33.1609 
2375 33.1795 33.1795 33.51 33.2896 
2380 33.3079 33.3079 33.6391 33.4183 
2385 33.4365 33.4365 33.7684 33.5471 
2390 33.5654 33.5654 33.8976 33.6762 
2395 33.6946 33.6946 34.0276 33.8056 
2400 33.824 33.824 34.1578 33.9352 
2405 33.9535 33.9535 34.2882 34.0651 
2410 34.0835 34.0835 34.4188 34.1953 
2415 34.2137 34.2137 34.5494 34.3256 
2420 34.344 34.344 34.6805 34.4562 
2425 34.4746 34.4746 34.8117 34.5869 
2430 34.6053 34.6053 34.9435 34.718 
2435 34.7359 34.7359 35.0752 34.849 
2440 34.8669 34.8669 35.2069 34.9802 
2445 34.998 34.998 35.339 35.1117 
2450 35.1292 35.1292 35.4715 35.2433 
2455 35.261 35.261 35.6046 35.3755 
2460 35.393 35.393 35.7378 35.508 
2465 35.5249 35.5249 35.8709 35.6402 
2470 35.657 35.657 36.0041 35.7727 
2475 35.7892 35.7892 36.1379 35.9055 
2480 35.9211 35.9211 36.2721 36.0381 
2485 36.0532 36.0532 36.4066 36.171 
2490 36.1854 36.1854 36.5409 36.3039 
2495 36.318 36.318 36.6754 36.4371 
2500 36.4506 36.4506 36.8101 36.5704 
2505 36.5834 36.5834 36.9445 36.7038 
2510 36.7161 36.7161 37.0789 36.837 
2515 36.8489 36.8489 37.2138 36.9705 
2520 36.9819 36.9819 37.3492 37.1043 
2525 37.1149 37.1149 37.4847 37.2382 
2530 37.2483 37.2483 37.6207 37.3724 
2535 37.382 37.382 37.7571 37.507 
2540 37.5158 37.5158 37.8939 37.6418 
2545 37.65 37.65 38.0306 37.7769 
2550 37.7842 37.7842 38.1678 37.9121 
2555 37.9183 37.9183 38.3051 38.0472 
2560 38.0526 38.0526 38.4427 38.1826 
2565 38.1869 38.1869 38.5806 38.3181 
2570 38.3217 38.3217 38.719 38.4542 
2575 38.4567 38.4567 38.8576 38.5903 
2580 38.592 38.592 38.9962 38.7267 
2585 38.7271 38.7271 39.1348 38.863 
2590 38.8622 38.8622 39.2737 38.9993 
2595 38.9976 38.9976 39.4128 39.136 
2600 39.1335 39.1335 39.5518 39.273 
2605 39.2696 39.2696 39.6907 39.41 
2610 39.4063 39.4063 39.83 39.5475 
2615 39.543 39.543 39.9695 39.6851 
2620 39.6798 39.6798 40.1096 39.823 
2625 39.8168 39.8168 40.25 39.9612 
2630 39.9543 39.9543 40.3903 40.0996 
2635 40.0914 40.0914 40.5307 40.2379 
2640 40.2286 40.2286 40.6711 40.3761 
2645 40.3658 40.3658 40.8113 40.5143 
2650 40.5036 40.5036 40.9515 40.6529 
2655 40.6417 40.6417 41.0919 40.7917 
2660 40.78 40.78 41.2326 40.9309 
2665 40.9184 40.9184 41.3734 41.0701 
2670 41.0571 41.0571 41.5146 41.2096 
2675 41.1958 41.1958 41.656 41.3492 
2680 41.3346 41.3346 41.7972 41.4888 
2685 41.474 41.474 41.9383 41.6288 
2690 41.6138 41.6138 42.0796 41.7691 
2695 41.7539 41.7539 42.2208 41.9095 
2700 41.8943 41.8943 42.3625 42.0504 
2705 42.0342 42.0342 42.505 42.1912 
2710 42.1742 42.1742 42.648 42.3322 
2715 42.314 42.314 42.7914 42.4732 
2720 42.454 42.454 42.9353 42.6144 
2725 42.5943 42.5943 43.0793 42.756 
2730 42.7352 42.7352 43.2236 42.898 
2735 42.8764 42.8764 43.3679 43.0402 
2740 43.0178 43.0178 43.5118 43.1825 
2745 43.1596 43.1596 43.6559 43.325 
2750 43.3017 43.3017 43.8002 43.4679 
2755 43.4439 43.4439 43.945 43.6109 
2760 43.5862 43.5862 44.09 43.7542 
2765 43.7287 43.7287 44.2351 43.8975 
2770 43.871 43.871 44.3801 44.0407 
2775 44.0132 44.0132 44.5253 44.1839 
2780 44.1551 44.1551 44.6705 44.3269 
2785 44.2975 44.2975 44.8158 44.4703 
2790 44.4406 44.4406 44.9617 44.6143 
2795 44.584 44.584 45.1077 44.7586 
2800 44.7275 44.7275 45.2536 44.9029 
2805 44.8717 44.8717 45.3996 45.0476 
2810 45.0161 45.0161 45.5453 45.1925 
2815 45.1607 45.1607 45.6914 45.3376 
2820 45.305 45.305 45.8376 45.4826 
2825 45.4495 45.4495 45.9845 45.6278 
2830 45.594 45.594 46.1316 45.7732 
2835 45.7386 45.7386 46.279 45.9187 
2840 45.8836 45.8836 46.4268 46.0647 
2845 46.0288 46.0288 46.575 46.2109 
2850 46.1744 46.1744 46.7236 46.3574 
2855 46.3196 46.3196 46.8721 46.5037 
2860 46.4652 46.4652 47.0211 46.6505 
2865 46.6109 46.6109 47.1699 46.7972 
2870 46.757 46.757 47.3191 46.9444 
2875 46.9034 46.9034 47.4684 47.0917 
2880 47.0496 47.0496 47.6176 47.2389 
2885 47.1962 47.1962 47.7666 47.3863 
2890 47.3431 47.3431 47.9159 47.534 
2895 47.4904 47.4904 48.0652 47.682 
2900 47.6378 47.6378 48.2153 47.8303 
2905 47.7851 47.7851 48.3651 47.9785 
2910 47.9326 47.9326 48.5156 48.1269 
2915 48.0802 48.0802 48.6666 48.2756 
2920 48.2276 48.2276 48.8171 48.4241 
2925 48.3751 48.3751 48.9678 48.5727 
2930 48.5221 48.5221 49.1187 48.721 
2935 48.6691 48.6691 49.2695 48.8692 
2940 48.8163 48.8163 49.4202 49.0176 
2945 48.9635 48.9635 49.5713 49.1661 
2950 49.111 49.111 49.7227 49.3149 
2955 49.2585 49.2585 49.8745 49.4638 
2960 49.4063 49.4063 50.0264 49.613 
2965 49.5542 49.5542 50.1783 49.7622 
2970 49.7022 49.7022 50.3299 49.9114 
2975 49.8505 49.8505 50.482 50.061 
