"Opening": 001u.lammpstrj……
"ERROR": TIMESTEP/FRAME(files.cpp:198) -> 100000000 != 100005000 (20001 * 5000)
"Opening": 002u.lammpstrj……
"ERROR": TIMESTEP/FRAME(files.cpp:198) -> 34995000 != 35000000 (7000 * 5000)
"Opening": 003u.lammpstrj……
"ERROR": TIMESTEP/FRAME(files.cpp:198) -> 100000000 != 100005000 (20001 * 5000)
"ERROR": Cannot open 004u.lammpstrj
"ERROR": Cannot open 005u.lammpstrj
"ERROR": Cannot open 006u.lammpstrj
"ERROR": Cannot open 007u.lammpstrj
"ERROR": Cannot open 008u.lammpstrj
"ERROR": Cannot open 009u.lammpstrj
"ERROR": Cannot open 010u.lammpstrj
"ERROR": Cannot open 011u.lammpstrj
"ERROR": Cannot open 012u.lammpstrj
"ERROR": Cannot open 013u.lammpstrj
"ERROR": Cannot open 014u.lammpstrj
"ERROR": Cannot open 015u.lammpstrj
"ERROR": Cannot open 016u.lammpstrj
"ERROR": Cannot open 017u.lammpstrj
"ERROR": Cannot open 018u.lammpstrj
"ERROR": Cannot open 019u.lammpstrj
"ERROR": Cannot open 020u.lammpstrj
time msd[1][000] msd[1][000] msd[1][000] msd[1][  ] msd[1][  ] msd[1][  ] msd[1][  ] msd[1][  ] msd[1][  ] msd[1][  ] msd[1][  ] msd[1][  ] msd[1][  ] msd[1][  ] msd[1][  ] msd[1][  ] msd[1][  ] msd[1][  ] msd[1][  ] msd[1][  ] ave[1] 5 8.45946e-05 8.1148e-05 8.94238e-05 
10 0.000337364 0.000323342 0.000356379 
15 0.000757013 0.000724978 0.000799227 
20 0.00134245 0.00128473 0.00141665 
25 0.00209277 0.00200152 0.0022076 
30 0.00300718 0.00287441 0.00317121 
35 0.00408506 0.00390263 0.00430675 
40 0.00532584 0.00508547 0.00561358 
45 0.00672904 0.0064223 0.00709115 
50 0.00829423 0.00791259 0.00873893 
55 0.010021 0.00955579 0.0105565 
60 0.0119092 0.0113514 0.0125434 
65 0.0139583 0.0132991 0.0146994 
70 0.0161682 0.0153983 0.0170242 
75 0.0185385 0.0176484 0.0195175 
80 0.0210689 0.0200492 0.0221791 
85 0.0237594 0.0226002 0.0250088 
90 0.0266096 0.0253011 0.0280064 
95 0.0296195 0.0281518 0.0311718 
100 0.0327886 0.0311519 0.0345047 
105 0.0361169 0.034301 0.0380051 
110 0.0396039 0.0375985 0.0416727 
115 0.0432496 0.041044 0.0455073 
120 0.0470536 0.0446372 0.049509 
125 0.0510159 0.0483776 0.0536776 
130 0.0551363 0.0522649 0.0580129 
135 0.0594148 0.0562991 0.0625147 
140 0.0638511 0.06048 0.067183 
145 0.0684452 0.0648075 0.0720176 
150 0.073197 0.0692816 0.0770186 
155 0.0781066 0.073902 0.0821858 
160 0.0831737 0.0786689 0.0875193 
165 0.0883983 0.0835818 0.0930192 
170 0.0937802 0.0886401 0.0986854 
175 0.0993194 0.0938443 0.104518 
180 0.105016 0.0991942 0.110516 
185 0.110869 0.104689 0.116681 
190 0.11688 0.11033 0.123011 
195 0.123048 0.116116 0.129508 
200 0.129373 0.122048 0.136171 
205 0.135855 0.128125 0.142999 
210 0.142493 0.134347 0.149993 
215 0.149289 0.140714 0.157154 
220 0.15624 0.147226 0.16448 
225 0.163349 0.153883 0.171972 
230 0.170613 0.160685 0.179629 
235 0.178035 0.167632 0.187453 
240 0.185612 0.174723 0.195443 
245 0.193346 0.181958 0.203598 
250 0.201237 0.189338 0.211918 
255 0.209283 0.196861 0.220404 
260 0.217486 0.20453 0.229056 
265 0.225846 0.212342 0.237873 
270 0.234362 0.220299 0.246856 
275 0.243034 0.228401 0.256003 
280 0.251863 0.236647 0.265316 
285 0.260848 0.245037 0.274794 
290 0.269989 0.253572 0.284437 
295 0.279286 0.262251 0.294245 
300 0.28874 0.271076 0.304218 
305 0.29835 0.280045 0.314357 
310 0.308116 0.289159 0.32466 
315 0.318039 0.298418 0.335128 
320 0.328117 0.30782 0.345762 
325 0.338352 0.317366 0.35656 
330 0.348742 0.327055 0.367524 
335 0.359288 0.33689 0.378652 
340 0.36999 0.346868 0.389946 
345 0.380849 0.356992 0.401405 
350 0.391863 0.367259 0.413028 
355 0.403033 0.377673 0.424817 
360 0.414359 0.388231 0.436771 
365 0.425841 0.398935 0.44889 
370 0.43748 0.409784 0.461174 
375 0.449274 0.420777 0.473623 
380 0.461223 0.431916 0.486237 
385 0.473328 0.443199 0.499015 
390 0.485589 0.454625 0.511959 
395 0.498005 0.466196 0.525068 
400 0.510577 0.477911 0.538341 
405 0.523303 0.48977 0.55178 
410 0.536185 0.501772 0.565384 
415 0.549221 0.513918 0.579152 
420 0.562413 0.526206 0.593085 
425 0.575759 0.538638 0.607183 
430 0.589259 0.551212 0.621446 
435 0.602914 0.563929 0.635875 
440 0.616723 0.576787 0.650468 
445 0.630687 0.589788 0.665227 
450 0.644805 0.602932 0.68015 
455 0.659077 0.616219 0.695238 
460 0.673504 0.629649 0.710491 
465 0.688085 0.643222 0.725909 
470 0.70282 0.656937 0.741491 
475 0.71771 0.670794 0.757239 
480 0.732754 0.684793 0.773151 
485 0.747952 0.698935 0.789228 
490 0.763305 0.713219 0.80547 
495 0.778812 0.727647 0.821877 
500 0.794473 0.742218 0.838448 
505 0.810288 0.756932 0.855184 
510 0.826257 0.771788 0.872085 
515 0.84238 0.786787 0.889151 
520 0.858656 0.801928 0.906381 
525 0.875087 0.817211 0.923776 
530 0.891671 0.832637 0.941335 
535 0.908409 0.848203 0.959059 
540 0.925299 0.863909 0.976946 
545 0.942343 0.879753 0.994999 
550 0.959539 0.895736 1.01322 
555 0.976888 0.911857 1.0316 
560 0.99439 0.928117 1.05014 
565 1.01204 0.944516 1.06885 
570 1.02985 0.961053 1.08773 
575 1.04781 0.97773 1.10677 
580 1.06592 0.994547 1.12597 
585 1.08419 1.0115 1.14534 
590 1.10261 1.0286 1.16488 
595 1.12118 1.04584 1.18457 
600 1.1399 1.06322 1.20443 
605 1.15878 1.08073 1.22446 
610 1.17781 1.09839 1.24465 
615 1.19699 1.11619 1.265 
620 1.21633 1.13413 1.28552 
625 1.23582 1.15221 1.3062 
630 1.25546 1.17043 1.32705 
635 1.27526 1.18879 1.34806 
640 1.2952 1.20729 1.36923 
645 1.3153 1.22593 1.39056 
